summary,description,Ticker,adjusted_date,sentiment
"

The Hot Tech Companies Have Cooled Off

Tech has been a hot and exciting area for jobs. , Binance is walking away from the deal following a review of FTX‚Äôs structure and books.

‚ÄúOur hope was to be able to support FTX‚Äôs customers to provide liquidity, but the issues are beyond our control or ability to help,‚Äù Binance said in a statement.

Things Will Get Worse Before It Gets Better

The Federal Reserve Bank is following through with its plan to cool down the economy to whip record-high inflation rates. A crucial part of the Fed‚Äôs plan is to raise interest rates, which makes it more difficult for companies. 

Salesforce confirmed its plans for job cuts on Tuesday.","Instead of chasing after marquee-brand-named companies in sexy sectors, start looking into firms with a strong balance sheet that are profitable, have a top management team and offer products and services that make sense in this current turbulent environment.",AMZN,11/3/2022 0:00,positive
"FedEx Restructures Operations To Create More 'Flexible And Efficient' Network; Boosts Dividend By 10% and FedEx Corp. has unveiled a new strategy to merge all its operational entities into a single business. The integration of FedEx Express, FedEx Ground, FedEx Services, and other FedEx-run firms under Federal Express will be completed through June 2024. The new operational structure is expected to generate about $4 billion in permanent cost reductions in fiscal 2025 and create the most savings. FedEx expects to improve the efficiency with which FedEx picks up, transports, and delivers packages in the U.S. and Canada. The reorganization of its transportation network is in response to a surge in e-commerce deliveries in the last three years, resulting in increased costs with home package delivery. FedEx also increased its annual dividend rate on its common stock by 10%, or 44 cents, to $5.04 a share.","FedEx Restructures Operations To Create More 'Flexible And Efficient' Network; Boosts Dividend By 10% 

            FedEx Corp. has unveiled a new ...",FDX,11/3/2022 0:00,positive
"Kinder Morgan Inc on Wednesday beat profit expectations for the first quarter as the U.S. pipeline operator transported higher volumes of natural gas, crude oil and carbon dioxide. The Houston, Texas-based pipeline and terminal operator posted adjusted profit of 30 cents per share, above the analysts' estimates of 29 cents.","Kinder Morgan Inc on Wednesday beat profit expectations for the first quarter as the U.S. pipeline operator transported higher volumes of natural gas, crude oil and carbon dioxide. The Houston, Texas-based pipeline and terminal operator posted adjusted profit of 30 cents per share, above the analysts' estimates of 29 cents per share, according to data from Refinitiv.",KMI,11/3/2022 0:00,negative
"At an April conference in Scottsdale, Arizona, SFR operators preached ""patience"" as deals slow, with institutional landlords buying 90% fewer homes compared with the same two months of 2022. The pause in acquisitions was caused by a jump in financing costs as sky-high house prices, and industry players are biding their time and telling each other to stay the course for the time being. Overall, deals remain in a deep freeze, and landlords and vendors are headed to another big industry conference in Miami this week. High-interest rates may dampen deals, but they're steering more people toward renting and away from financing a home purchase, buoying rental income. People who are looking to buy are looking at what monthly costs to own home prices, while single-family rents are still rising.","High interest rates have ground the booming single-family-rental market to a halt, but no one expects the party to end for big landlords.",INVH,11/4/2022 0:00,positive
"Inflation Concerns Dragged Hasbro (HAS) Shares in the Third Quarter. , Hasbro, Inc. (NASDAQ:HAS) is a play and entertainment company. On November 22, 2022, Hasbro, Inc. (NASDAQ:HAS) stock closed at $61.26 per share. In addition, please check out our hedge fund investor letters Q3 2022 page for more investor letters from hedge funds and other leading investors.","ClearBridge Investments, an investment management company, released its ‚ÄúClearBridge Sustainability Leaders Strategy‚Äù third 2022 investor letter. A copy of the same can be downloaded here. The strategy outperformed its benchmark in the third quarter, the Russell 3000 Index. Only the industrial sector contributed positively to the strategy‚Äôs absolute performance among the ten sectors the strategy invested [‚Ä¶]",HAS,11/4/2022 0:00,positive
"At least 2,000 outdated landline phone cables owned by AT&T, Verizon and other telecom giants are contaminating US soil and water with lead, which can cause brain damage, infertility and kidney failure. The cables are coated in lead, first used in the 1880s and phased out in the 1950s, and are believed to be responsible for the health and safety of children exposed to high levels. Tests revealed that more than 1,750 of the lead-sheathed cables were found underwater, and about 250 hang along streets and fields. The Wall Street Journal also reported that 80 percent of soil samples taken at sites near underwater cables had high lead levels. AT&W and Verizon responded by agreeing to spend up to $1.5 million to remove eight miles of toxic cables.","A new report found At least 2,000 outdated phone cables owned by AT&T, Verizon and other telecom giants could contaminate soil and water with lead and may have impacted children as young as six.",T,11/4/2022 0:00,positive
"20 GOP attorneys general warn CVS, Walgreens against selling abortion pills. The big picture: Nearly a month after the FDA made a regulatory change allowing retail pharmacies to offer abortion pills, the attorneys general told the big pharmacy chains that selling mifepristone ‚Äî which is used in medication abortions ‚Äî is ""unsafe and illegal,"" per a press release. ‚Ä¢ The letter also noted that certain state laws prohibit the mailing and distribution of abortion pills. The Justice Department clarified in early January that the Comstock Act does not prohibit the mailing of abortion pills ""where the sender lacks the intent that the recipient of the drugs will use them unlawfully.""
‚Ä¢ The attorneys general argued against the DOJ's interpretation in the letter, saying that ""the text, not the Biden administration's view, is what governs.""
‚Ä¢ They warned CVS and Walgreens that ""consequences for accepting the Biden administration's reading could come far sooner,"" adding that civil litigation against the companies could be brought by state attorneys general or private citizens.

Zoom out: At least 19 states have banned or severely restricted the use of telemedicine to access abortion pills, and instead require that patient get the medications from medical facilities in person.
‚Ä¢ There are currently two lawsuits that argue that states cannot regulate or restrict drugs that are FDA-approved.",The attorneys general said that CVS and Walgreen would be violating federal law if they distribute abortion pills.,CVS,11/4/2022 0:00,negative
"Multiple McDonald's Restaurants Caught Violating Child Labor Laws. 

An investigation by the DOL found child labor violations involving 101 minors at 13 McDonald's locations in the greater Pittsburgh area. 

The department also said Santonastasso Enterprises had allowed the minors to work for more than eight hours a day on weekends and more than 18 hours a week during regular school weeks. 

Catherine Glencoe, an assistant district director at the DOL, told Pittsburgh City Paper that more employers are relying on teenage employees with the holidays approaching

""This is the season for hiring more kids,"" Glencoe said.",An investigation by the Department of Labor found child labor violations involving 101 minors at 13 McDonald's locations in the greater Pittsburgh area.,MCD,11/4/2022 0:00,positive
"The Zacks Analyst Blog highlights the latest news and events impacting stocks and the financial markets. These include Maxeon Solar Technologies Ltd., Sunworks, Inc. and First Solar FSLR, as well as the U.S. Energy Information Administration's new short-term energy outlook and the addition of 14 gigawatts of solar generating capacity in the electric power sector of the United States through the 12 months ending May 2023. Sunworks is capitalizing on off-grid applications since solar is being utilized for transportation to charge a growing number of devices. First Solar is primarily engaged in providing eco-efficient solar modules to accelerate its fight against global warming. The complete list of today‚Äôs Zacks #1 Rank (Strong Buy) stocks is here.","Maxeon Solar, Sunworks and First Solar are included in this Analyst Blog.",FSLR,11/4/2022 0:00,positive
"Farm, consumer groups urge U.S. to block Kroger's planned $25 bln buy of Albertsons. Advocacy groups, including the Open Markets Institute and National Farmers Union, on Thursday asked U.S. antitrust enforcers to stop Kroger Co 's planned $25 billion purchase of rival grocery giant Albertsons Companies Inc.

 

""As organizations representing farmers, workers, consumers, and advocates for fair food systems, we urge the Federal Trade Commission to block Kroger's acquisition of Albertsons,"" the letter said. ""Many Kroger and Albertsons store workers already struggle to meet their basic needs,"" they said, noting that a 2021 study of Kroger workers found that 75% had trouble buying groceries.","Advocacy groups, including the Open Markets Institute and National Farmers Union, on Thursday asked U.S. antitrust enforcers to stop Kroger Co 's planned $25 billion purchase of rival grocery giant Albertsons Companies Inc.  In a letter to Federal Trade Commission Chair Lina Khan, the groups argued that the deal would raise prices in some parts of the United States and hurt some grocery store and warehouse workers.  ""As organizations representing farmers, workers, consumers, and advocates for fair food systems, we urge the Federal Trade Commission to block Kroger's acquisition of Albertsons,"" the letter said.",KR,11/4/2022 0:00,positive
"The Dalles settles public records lawsuit over Google‚Äôs data centers, will disclose water use. In a settlement filed Wednesday with Wasco County Circuit Court, The Dalles agreed to provide 10 years of water use data for Google and to provide annual water usage in future years. 

Google and other technology companies use water to cool the high-performance computers that run data centers. 

The water deal attracted national attention as environmentalists, farmers and tribal leaders questioned whether The Dalles‚Äô commitments to Google would limit water available for other purposes.",The city had sued The Oregonian/OregonLive in an effort to keep the company‚Äôs water consumption secret.,GOOGL,11/4/2022 0:00,positive
"

‚Ä¢ Now many are pulling back in the face of higher interest rates and market volatility. The portfolio offered buyers a chance to scoop up homes in attractive markets like Dallas, Atlanta, and Orlando, Florida ‚Äî normally a tantalizing proposition for the investors who have committed tens of billions of dollars to acquire homes en masse and capitalize on rising rents. 

""Interest rates have risen while home prices have yet to react in a meaningful way,"" Singelyn said during the call. 

In August, Home Partners of America, a Blackstone subsidiary that owned more than 17,000 rentals as of last year, said it will pause home purchases in 38 of the more than 80 markets in which it operates.",Why Portfolios of Thousands of Homes Are 'Just Sitting' on the Market,INVH,11/4/2022 0:00,positive
"AT&T stock fell to its lowest level since 1993 on Tuesday, extending its losses following a report earlier this month that some of the country‚Äôs largest network providers left thousands of lead-covered cables in several locations across the United States. The Wall Street Journal on July 9 reported that companies including Verizon and AT&T have left cables coated in lead from the Bell System's telephone network. Analysts downgraded the company to neutral from overweight and lowered its price target to $17 from $22, prompting a flurry of downgrades from analysts that in turn helped spur a steep sell-off in telecom stocks. Since the investigation's publication, AT&t shares have tumbled roughly 14%, Verizon fell 10% and Frontier Communications slid 33%. Lawmakers have demanded action to further investigate the network of toxic lead cables in the wake of the release.","AT&T stock fell to its lowest level since 1993 on Tuesday, extending its losses following a report earlier this month that some of the country‚Äôs largest network providers left thousands of lead-covered cables in several locations across the United States.",T,11/4/2022 0:00,neutral
"Gilead Sciences Inc. has released data from multiple studies showing the need for increased screening and a simplified treatment strategy for Hepatitis C (HCV) infection in the Asia region, and the efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide (B/F/TAF) in HIV-1/HBV-Coinfected adults. The data will be presented at the 32nd Conference of the Asian Pacific Association for the Study of the Liver (APASL 2023), to be held 15 ‚Äì 19 February 2023 in Taipei, Taiwan. The study also concluded that adopting and adapting effective and simplified strategies is demonstrably contributing to increasing treatment numbers and improving patient outcomes, thus contributing to HCV elimination in Asia.","Gilead Sciences Inc. today announced data from multiple studies highlighting the urgency for increased screening, the need for a simplified treatment strategy for Hepatitis C (HCV) infection in the Asia region, and the efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide (B/F/TAF) in HIV-1/HBV-coinfected adults. The data will be presented at the 32nd Conference of the Asian Pacific Association for the Study of the Liver (APASL 2023), to be held 15 ‚Äì 19 February 2023 in Taipei, Taiwan.",GILD,11/7/2022 0:00,positive
"Amazon, Google, Meta, Microsoft lay off thousands ‚Äî but tech jobs are still hot in 2023, Indeed finds. Those tech jobs, per Indeed's rankings, are full-stack developers, at No. 1; data engineers (No. 2); cloud engineers (No. 3); senior product managers (No. 5); back-end developers (No. 6); site reliability engineers (No. 7); machine learning engineers (No. 8); and product designers (No. 10). Google bonus delay has a windfall lesson for workers

What to know about filing for unemployment as layoffs rise Psychiatric nurses and psychiatric mental health nurse practitioners were the two nontech jobs in the top 10, ranking at No. 4 and No. 9, respectively. Almost half, 44%, of the top 25 were tech jobs.","Job opportunities are abundant in the broader ecosystem of technology jobs, despite woes at the traditional tech giants, according to Indeed.",GOOGL,11/7/2022 0:00,positive
"Experts are raising concerns about the environmental costs of computation due to the rapid growth of big data, machine learning, and artificial intelligence. This growth in data and AI deployment has caused an increase in energy consumption and COVID-19 pandemic. To combat this, enterprises must address how data storage and AI are contributing to greenhouse gas emissions and what they can do to mitigate the impacts of this ongoing problem. To make sure to follow my blog and follow my books ‘The 20 Skills and Competencies’ in Business and Practice, please check out my upcoming book, ‘Business Skills and Practice.’","AI, big data, and machine learning are growing at a phenomenal pace, but these technologies also have an enormous environmental impact. Find out what can be done to make AI and big data more sustainable.",GOOGL,11/7/2022 0:00,negative
"Ghost has added a second LA date on their highly anticipated RE-IMPERATOUR U.S. 2023 tour, with the now 28-date tour wrapping up with back to back shows at the Kia Forum in Los Angeles on September 11th and 12th. The tour has gained momentum in many markets as audiences ramp up for the summer tour, and Ghost Fan Club Presale begins Friday, February 17th at 9am PT until 10am PT. General on sale begins on Friday, Feb. 17th. Ghost continues to elevate and reaffirm its status as one of the world's most esteemed and celebrated creative forces.","Due to overwhelming demand, Ghost has added a second LA date on their highly anticipated RE-IMPERATOUR U.S.A. 2023 tour. Produced by Live Nation and FPC Live, the now 28-date tour will wrap up with back to back shows at the Kia Forum in Los Angeles on September 11th and 12th. Following the tour announcement earlier this week, it has gained momentum in many markets as audiences ramp up for the summer tour.",LYV,11/7/2022 0:00,positive
"

Next year is poised to be a ""rough"" one for the U.S. housing market due to a shortage of homes for first-time buyers and elevated construction costs, according to an industry expert. 

The housing market has been under scrutiny in recent months in light of elevated prices, high mortgage rates and soaring inflation. 

He also said that increases in construction costs have seen an uptick alongside general inflation in the country. CBRE, a real estate services and investment firm, forecasted in its Construction Cost Index over the summer that construction prices would see a 14.1 percent increase by the end of 2022 because of rising labor and material costs.","Jerry Howard, the CEO of the National Association of Home Builders, predicted Monday that 2023 may be a ""rough year"" for the market.",CBRE,11/7/2022 0:00,positive
"Waste Management (WM) Stock Moves -0.27%: On that day, Waste Management is projected to report earnings of $1.42 per share, which would represent year-over-year growth of 12.7%. Over the past month, the Zacks Consensus EPS estimate has moved 0.02% higher. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1.

Make sure to utilize Zacks.com to follow all of these stock-moving metrics, and more, in the coming trading sessions.

Want the latest recommendations from Zacks Investment Research?","Waste Management (WM) closed the most recent trading day at $150.49, moving -0.27% from the previous trading session.",WM,11/7/2022 0:00,positive
"Apple's Foxconn, the world‚Äôs largest contract electronics manufacturer, is in an interesting position due to global political and economic shifts. Cellphone shipments were down 8% on the year in the second quarter of 2023, according to Counterpoint Research. Foxconn's shares are very cheap and it could benefit if the U.S. manages to avoid recession and stick its ‚Äúsoft landing‚Äù while China's labor market remains deep in the doldrums. North America is the company‚ÄôÔøΩs single-biggest revenue driver, accounting for about 30%-40% of sales. If tensions in the Taiwan Strait or between the two countries escalate uncontrollably, Foxconn could benefit from margin pressure from new investments in India and revenue from EV components.","Electric vehicles and AI are new opportunities, while a stronger-for-longer U.S. consumer and weak Chinese labor market would be boons.",AAPL,11/7/2022 0:00,positive
"

Pharmacies across the United States are reporting shortages of one of the most widely used antibiotics, raising concerns that the medication will be in short supply for the upcoming winter season.

Independent pharmacy owners in Kansas, Georgia and New York confirmed to NBC News that supplies of amoxicillin ‚Äî commonly prescribed to treat a variety of bacterial infections including ear infections, pneumonia and bronchitis ‚Äî have been dwindling for weeks. 

Three key amoxicillin manufacturers ‚Äî Hikma Pharmaceuticals, headquartered in the United Kingdom; Sandoz, based in Switzerland; and Teva Pharmaceutical Industries Ltd., headquartered in Israel ‚Äî are reporting shortages of the antibiotic, according to the American Society of Health-System Pharmacists, which maintains a database of drug shortages. The U.S. Food and Drug Administration does not currently list amoxicillin as being in short supply in its database of drug shortages and discontinuations. ‚ÄúHowever, there are a number of factors that can cause or contribute to drug shortages that are out of the FDA‚Äôs control.","Pharmacists are worried that the medication will still be in short supply come winter, when infections can surge and antibiotic use typically increases.",ABG.BE,11/7/2022 0:00,positive
"Southwest's (LUV) Customer Service Employees Get Pay Hike. 

The union represents 8,300 such employees including customer service employees, customer representatives, customer service agents and source of support representatives of this Dallas-based carrier, currently carrying a Zacks Rank #3 (Hold).

You can see the complete list of today‚Äôs Zacks #1 Rank (Strong Buy) stocks here.

Following the ratification of this five-year deal, concerned employees get an immediate 13.1% wage hike from the current levels. In addition to the pay hikes, the ratification ensures other benefits like better work-life balance, more bonuses, over-time wage improvements for part-time employees. 

Some better-ranked stocks in the broader Transportation sector include the following:

Covenant Logistics CVLG:",The ratified deal at Southwest Airlines (LUV) ensures benefits for part-time customer service employees as well.,LUV,11/8/2022 0:00,negative
"Minnesota firms see supply chains healing, but still not back to normal. 

After the Federal Reserve hiked interest rates by another three-quarters of a percent last week, Chairman Jerome Powell noted that goods-related inflation hasn't come down as much as policymakers expected given how much supply-chain issues have been resolved. 

""The liquidation will certainly help with the inflation rate in the next couple of quarters as it continues across multiple retailers,"" said Necati Ertekin, assistant professor of supply chain and operations at the University of Minnesota. 

Ernie Goss, who runs the Creighton University Mid-America Business Conditions Index, noted that other newer wrinkles are threatening to wreak more havoc on supply chains.",Transoceanic shipping is no longer backed up. But labor shortages at airlines and trucking firms continue to influence U.S. supply chains.,TGT,11/8/2022 0:00,positive
"JPMorgan double-downgrades Intel as chipmaker loses market share to rivals such as AMD. ""We believe it will be several years before Intel is able to reverse the tide to reclaim technology leadership in hopes of regaining market share."" Sur said the company has 77% of market share for central processing units, but noted it's losing business every year and is technologically behind competitors Advanced Micro Devices and Taiwan Semiconductor Manufacturing . He said Intel will also be pressured by weakening demand for personal technology over the next 12 to 18 months.",The stock will not grow as much as competitors in the next 12 to 18 months.,AMD,11/8/2022 0:00,positive
"In the latest trading session, Schlumberger (SLB) closed at $51.89, marking a -0.17% move from the previous day. This change lagged the S&P 500's daily gain of 1.33%. Wall Street is expecting earnings of $3.02 per share and revenue of $32.74 billion as well as a 26.37% increase from the prior-year quarter. The company is expected to report EPS of $0.61, up 79.41%, and revenue is expected of $7.53 billion. The Zacks Rank system ranges from #1 (Strong Buy) to #5 (Strong Sell). This valuation marks a premium compared to its industry's average Forward P/E of 12.5. The Oil and Gas - Field Services industry currently has a Zacks Industry Rank of 151, which puts it in the bottom 41% of all 250+ industries.","In the latest trading session, Schlumberger (SLB) closed at $51.89, marking a -0.17% move from the previous day.",SLB,11/8/2022 0:00,negative
"Morgan Stanley's wealth management business generated significant net interest income in the first quarter, helping it benefit from rising-rate forces still helping its big retail banking peers. This provided a ballast to its Wall Street unit, which had suffered from drop-offs in activity versus a year earlier.","Wealth management has been benefited Morgan Stanley, but it has its challenges amid rising rates.",GS,11/8/2022 0:00,positive
"Lennar Corporation, the developer behind the massive conversion of the Hunters Point Naval Shipyard, has sued the federal government to recover legal fees incurred in defending itself in a lawsuit brought by a contractor on the job. The complaint states that the government, acting through its subsidiary the Department of Defense, had a mandate to indemnify developers who build projects on formerly hazardous waste sites at former military installations from lawsuits related to those jobs. Lennar maintains it was acting under this protection guaranteed in the Defense Base Closure and Realignment Act of 1990 when it agreed to build on the shipyard under its subsidiary HPS Development Corp. The U.S. Navy was charged with removing hazardous waste from the property in order for the land to be transferred to the City of San Francisco for residential and commercial development to be undertaken by Lennar. A federal judge granted Lennar‚Äôs application to be removed as a defendant from the first of these lawsuits in 2019, and Lennar then submitted detailed invoices to the Department Of Defense to be reimbursed for its legal counsel in defending against the suit.","Lennar Corporation, the developer behind the massive conversion of the Hunters Point...",LEN,11/8/2022 0:00,positive
"United Parcel Service Inc (UPS) has lowered its full-year financial outlook and posted weaker-than-anticipated second-quarter revenue due to labor negotiations and weaker U.S. consumer spending. The company now expects annual consolidated revenue to be about $93 billion and adjusted operating margin of around 11.8%. The Teamsters union had called for better pay and working conditions, including air conditioning in new models of the group's famous brown trucks. Domestic U. S. revenue at the parcel deliverer slipped to $14.4B, following nearly a 10% decline in average daily volume that was only partially offset by higher prices. Total revenue slumped by 11% to $22.06B, missing Bloomberg consensus estimates. Shares in UPS dropped 6.7% in premarket U.K. trading Tuesday.","Investing -- United Parcel Service Inc (NYSE:UPS) has lowered its full-year financial outlook and posted weaker-than-anticipated second-quarter revenue, as the logistics firm was hit by labor negotiations and weaker U.S. consumer spending.",UPS,11/8/2022 0:00,positive
"

As this week's flight cancellation wave led by Southwest Airlines drags on, other major carriers have announced they would institute price caps ‚Äî particularly in cities where Southwest operates ‚Äî to limit the financial burden on stranded flyers trying to reach their destinations. 

Among those carriers that have announced price limits are American, United, and Delta Air Lines, all of which said they would limit fares in all markets where Southwest operates, through Jan. 2. 

Google flight info shows one-way trips out of airports like Nashville International Airport, Ronald Reagan Washington International Airport, and Chicago Midway International Airport ‚Äî all Southwest hubs ‚Äî show prices surging over the next few days. 

Durham vented her frustrations on Twitter Monday and said an American Airlines representative responded by noting ""fares are up to some destinations.""

An American Airlines representative pointed NBC News to a tweet buried in response to a user saying select cities would see price caps.","Despite price caps, some airfares ave climbed to four-digits during this week's travel nightmares.",AAL,11/8/2022 0:00,negative
"Nonetheless, we'd need to dig a little deeper to determine if there is a rational basis for the highly elevated P/E.

Colgate-Palmolive could be doing better as its earnings have been going backwards lately while most other companies have been seeing positive earnings growth. 

Shifting to the future, estimates from the analysts covering the company suggest earnings should grow by 17% per year over the next three years. Right now shareholders are comfortable with the P/E as they are quite confident future earnings aren't under threat. If you want a selection of possible candidates, check out this free list of interesting companies that trade on a P/E below 20x (but have proven they can grow earnings).","When close to half the companies in the United States have price-to-earnings ratios (or ""P/E's"") below 14x, you may...",CL,11/8/2022 0:00,positive
"The Fed is trying to keep consumers from spending more because they are being forced to spend more due to rising prices and falling interest rates. Companies are raising prices of consumer goods because they can, and the economy slides into recession. Companies with gargantuan market power are keeping post-pandemic price hikes in place and are boosting them even further because Money is helping them stay competitive. Fed critics worry that policymakers are misdiagnosing the inflationary problem, and that consumers are spending more money now only because they built up savings when they could not spend money during the pandemic. The Fed's insistence on curbing the ""inflationary pressure"" of consumers being willing to spend ""too much"" is seen as a sign of weakness.","Two stories today from The New York Times once again focus on inflation and the Federal Reserve's determination to stamp it out. The Personal Consumption Expenditures index is still climbing, ...",CL,11/8/2022 0:00,positive
"Walgreens, Walmart and CVS are getting into the business of clinical trials, with their ubiquitous stores and troves of patient data. Walgreens and Walmart have both launched their own clinical trial programs, while CVS has done so in mid-2021. A new survey of more than 8,000 patients has found that 96 percent of those surveyed want their results immediately, even if a doctor hasn't reviewed them. The New York Times is ending its data-gathering effort due to many states and localities not producing reliable figures, and the CDC‚Äôs vaccination data is also flawed. HHS has defended preventing providers from withholding patient data, but the American Medical Association and other groups protested the rules.",Clinical trials are down the street,CVS,11/8/2022 0:00,positive
"CBS Essentials has compiled a list of customer-loved safes with a four-star rating and higher, including the best safe deals. These safes keep track of your valuables and important documents, and can protect your things from fires and floods. Walmart has this stunning deal on a bestselling Honeywell safe right now, and AmazonBasics comes in seven sizes. The best deals on Blink cameras and bags include the best RFID-free doorbells and a Cosori fryer.",Amazon's No. 1 safe is on sale now.,HON,11/8/2022 0:00,positive
"Zacks.com has published a list of the factors that might affect the near-term performance of Enphase Energy, Inc. (ENPH). The company has recently returned -3.2% over the past month versus the Zacks S&P 500 composite's +3.7% change. When earnings estimates for a company go up, the fair value for its stock goes up as well, resulting in its price moving upward. The Zacks Rank offers a more conclusive picture of a stock's price direction in the near term, since it effectively harnesses the power of earnings estimate revisions. For the current and next fiscal years, $3.17 billion and $4 billion estimates indicate +36% and +26.4% changes, respectively. For EnPhase Energy, the consensus sales estimate for the current quarter of $720.53 million indicates a year-over-year change of +63.3%.","Zacks users have recently been watching Enphase Energy (ENPH) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects.",ENPH,11/8/2022 0:00,positive
"

Freight companies are preparing for what executives are calling a muted peak season, as dimming shipping demand from overstocked retailers ripples across U.S. shipping markets. 

Several big operators say they are seeing freight demand drop off rather than pick up heading into what is typically their busiest period of the year. 

DAT Solutions LLC, a load board that matches trucks to available loads, said its index for spot market demand fell sharply from August to September, to the lowest point since February. ‚ÄúA large part of that is that we‚Äôve seen inventory builds earlier in the year than we traditionally have seen because of all the supply-chain disruptions and the desire of a lot of retailers to get ahead of that.‚Äù

Freight executives say demand remains solid by historical measures, suggesting shipping markets are reaching some equilibrium after sharp swings in business during the pandemic.

‚ÄúRates are still up this year over last year,‚Äù said Jeffrey Tucker, chief executive of Tucker Company Worldwide Inc., a Haddonfield, N.J.-based freight broker.",The outlook for a muted peak season comes as shipments and freight rates are already slipping.,ODFL,11/8/2022 0:00,positive
"CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Monday's market moves were lukewarm, but regional banks managed to avoid losses amid renewed fears of banking instability. The Federal Reserve's most recent Financial Stability Report, published Monday, confirmed that one of respondents' biggest economic fears is ""banking-sector stress."" Other concerns about the economy, such as persistent inflation and tighter monetary policy, remain. The specter of the U.S. defaulting on its debt is likely to be seen when Congress fails to reach an agreement to raise the ceiling.","Markets made fractional moves Monday as banking turmoil, inflation worries and debt ceiling fears persist.",GS,11/9/2022 0:00,positive
"Goldman Sachs (GS) disclosed in a filing from its parent company SVB Financial that it purchased a $1.8 billion loss from a securities sale that kicked off market panic about California lender Silicon Valley Bank last week. The disclosure reinforces the central role Goldman Sachs played in the final days of the nation’s 16th-largest bank, and Goldman was also the banker tapped to attempt a $2.25 billion capital raise last week for the bank as the lender wrestled with an outflow of deposits. On Tuesday it said in a new federal filing that the bank received approximately $21.45 billion for a portfolio of available for sale securities with a book value of approximately $23.97 billion. Goldman declined to comment.","The Wall Street giant purchased securities and attempted to raise capital as Silicon Valley Bank tried to survive, according to filings.",GS,11/9/2022 0:00,negative
"Goldman Sachs (GS) disclosed in a filing from its parent company SVB Financial that it purchased a $1.8 billion loss from a securities sale that kicked off market panic about California lender Silicon Valley Bank last week. The disclosure reinforces the central role Goldman Sachs played in the final days of the nation’s 16th-largest bank, and Goldman was also the banker tapped to attempt a $2.25 billion capital raise last week for the bank as the lender wrestled with an outflow of deposits. On Tuesday it said in a new federal filing that the bank received approximately $21.45 billion for a portfolio of available for sale securities with a book value of approximately $23.97 billion. Goldman declined to comment.","The Wall Street giant purchased securities and attempted to raise capital as Silicon Valley Bank tried to survive, according to filings.",GS,11/9/2022 0:00,negative
"BlackRock has submitted a preliminary prospectus for a spot-market bitcoin ETF, which has been repeatedly rejected by the U.S. Securities and Exchange Commission. The SEC has said that spot bitcoin is not safe enough to be offered to retail investors, although funds based on bitcoin futures are allowed. BlackRock's name, size and traditional finance background may go a long way toward overcoming the agency‚Äôs opposition to an inevitable development, and the SEC has been cracking down on the cryptocurrency industry. The filing comes as the SEC sued Binance, the world's largest crypto exchange, as well as Coinbase, alleging they were operating as unlicensed securities exchanges that listed unregistered securities.",World‚Äôs biggest asset manager seems to think it can be the first to get permission for a kind of cryptocurrency fund the SEC has consistently rejected. It may have the right clout at the right time to do so.,BLK,11/9/2022 0:00,negative
"EBay is making a change to the way shoppers buy products on its site, making many acquisitions to add to its power. The move comes after eBay acquired PayPal in 2002 and PayPal in 2004. EBay has been making acquisitions since then, and is now making a move into a key retail space where Amazon is struggling.","EBay  , which has long been the collectors' and finders' way to meet on the digital marketplace, is making a change to the way shoppers buy products on its site.  EBay's users weren't the only ones making acquisitions, as eBay itself made many acquisitions to add to its website's power.  One of the most notable acquisitions might have been when eBay acquired PayPal in 2002.",EBAY,11/9/2022 0:00,positive
"FedEx Corp. reported a drop in earnings for the second straight quarter due to a slowdown in shipping and higher shipping rates. The delivery company said that ongoing cost cuts and increased shipping rates led to improvements at its Ground and Freight divisions, while its Express unit struggled to cope with a decrease in shipping volumes.",Shares rise as the delivery company lifts profit outlook amid ongoing cost cuts.,FDX,11/9/2022 0:00,positive
